F_UserName,User_nIdx,F_Comment,conad,guide,cola,ocgnn,dmgd
Terry_1231,2342,塞尔达续集 ,0,0,0,0,0
小相欧皇,2037,抽我,1,0,0,1,0
Kuri丶END,1458,UI音乐设定甚至建模都抄塞尔达你们还不承认？真不要脸,0,0,0,0,1
Kuri丶END,1458,说的对,0,0,0,0,1
Kuri丶END,1458,育碧的那个玩法跟塞尔达就不一样好吧米忽悠照抄不误,0,0,0,0,1
奇葩也是一朵花30965,2016,期待,0,0,0,0,0
立志和老番茄成为校友,1489,  明天就可以玩到了！期待！,1,0,0,0,0
不知52010,1836, ,0,1,0,0,0
修勾凰凰,2309,这个在哪下载啊，iOS商城都没有下载图标,0,0,0,1,0
一只小理智e,2386,原神21号能玩了么,0,0,0,0,0
E1evenY_,1689,服了[拜拜],0,0,0,0,0
-一尾流鸢-,259,。,0,0,0,0,0
小z剑客,1578,期待,0,0,0,1,0
漂小流,43,已经自备PS4pro，mini5，就缺码了,0,0,0,0,1
漂小流,43,求给个码,0,0,0,0,1
冰别靠近18661,1991,转发微博,0,0,0,0,0
GanChongren,509,@官方，我真是小机灵鬼[笑而不语],0,1,0,0,0
Helo青蛙斗舞,1456,米哈游，我得肾能换你一个资格码//,0,0,0,0,0
Helo青蛙斗舞,1456,  中中中中,0,0,0,0,0
酒一烟和我不搭,785, ,0,0,0,0,0
天才han4,834,没中过啊,0,0,0,0,1
天才han4,834,这是手游吗？,0,0,0,0,1
天才han4,834,什么时候发布？,0,0,0,0,1
呆毛突然翘起来了,1612,评论一口一个抄袭的有多少人连知识产权抄袭的定义和范围都不知道？？游戏的抄袭本来就很难定义，舰b舰r抄舰c怎么现在一个个没人说了？游戏风格和玩法本来就不是一家独有的，渲染像就等于抄袭，不觉得有点无理取闹吗？还是有些人真的是有优越感？,0,0,0,0,0
呆毛突然翘起来了,1612,抓住太太了！,0,0,0,0,0
兔喵酱的幻想,757,    快看看,0,1,0,0,0
颜霞-旅游体验师,2075,  转发得奖,0,0,0,0,0
胡莱的右手,1333,    ,0,1,0,1,0
胡莱的右手,1333,    赶脚还是得有个好肝才行呀。,0,1,0,1,0
炉石号被盗求328东山再起,2512,原来真的有米小将，我还以为就崩坏三的策划根本没人为米忽悠说话,0,0,0,0,0
墨风小隔阁卍,1948,啊啊啊啊啊啊，哇，还想要。。。,0,0,0,1,0
琥珀h7p9,2479,  嘤嘤嘤想要测试资格[可怜][可怜],0,1,0,1,0
白石麻衣亲了察,92,该抽奖了,0,0,0,0,0
修罗卍煞神,1924,嘴上说着不要，背地里偷偷转发，真香,0,0,0,0,0
小町千岁,1350,熟悉的bgm[doge],0,0,0,0,0
御坂10028号,2333,小学生，双标狗有多少？一边转发，一边狂喷什么心理？,0,0,0,0,0
i唐唐唐唐唐唐,750,  求给个资格就行了 我不贪心,0,0,0,1,0
dajskdk,1801,许愿哈哈哈哈哈哈(ಡωಡ)hiahiahia,0,0,0,0,0
叫某人丶,560,  冲呀,0,0,0,0,0
我的高木同学在哪里,2721,喷的人不要抢内测行不行～[泪],0,0,0,1,0
炯炯有神的盲果,2081,  我想要原神啊,0,0,0,0,0
炯炯有神的盲果,2081,只求给一个内测资格[可怜],0,0,0,0,0
炯炯有神的盲果,2081,永远支持你,0,0,0,0,0
Dear南笙姑娘,1223,  ,0,0,0,0,0
樱小路才华_,2701,啊啊啊啊啊,0,0,0,0,0
北凉道白衣,2680,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊有没有天天跟我一样参加活动可是就是不中奖的?,0,0,0,0,1
北凉道白衣,2680,啊啊啊啊啊啊啊啊啊啊,0,0,0,0,1
北凉道白衣,2680,  。,0,0,0,0,1
依芙鱼yuyuyu,2014,咕咕咕,0,0,0,0,0
米拉酱x,2723,没开,0,0,0,0,0
詹尼janny,696,话说安卓平台测试什么时候？,0,0,1,1,0
勿念无餍,2029,   ,0,0,0,0,0
jdjdj6327195968,2282,  想要,0,0,0,0,1
jdjdj6327195968,2282,想要,0,0,0,0,1
病娇毒舌狂三酱02806,2661,许个愿望吧 　　　∩∩ 　　（´･ω･） 　 ＿|　⊃／(＿＿_ 　／ └-(＿＿＿_／  算了反正也抽不到我 　　 ⊂⌒／ヽ-、＿_ 　／⊂_/＿＿＿＿ ／ 　￣￣￣￣￣￣ 万一抽到我了呢 　　　∩∩ 　　（´･ω･） 　 ＿|　⊃／(＿＿_ 　／ └-(＿＿＿_／ 　￣￣￣￣￣￣  ,0,0,1,0,0
花丶若酔,1203,嘛耶 ,0,0,0,0,0
鹿王鹿,1974, ,0,0,0,0,0
M一颗洋葱,457,#原神# 安卓手机在心疼  ,1,0,0,0,0
风吹又日晒生活自由自在,2139,[污],0,0,0,0,0
工口大灰,365,  ,0,0,1,0,0
R丶尺子,1535,  没有什么能够阻挡，我对原神的向往～,0,0,0,0,0
MelancholyZmon,445,  中了我可以换激活码吗？,0,0,0,1,0
MelancholyZmon,445,今天开今天抽,0,0,0,1,0
Oooooooooooops,742,[跪了][跪了][跪了]  ,0,0,0,0,0
宫保鸡丁517,2722,   孩他妈 来打游戏,0,0,0,0,0
三山四海兔江湖,946,  ,0,0,0,0,0
随便的网名_,1310,  米哈游新作《原神》放出了新预告,0,0,0,0,0
随便的网名_,1310, ,0,0,0,0,0
随便的网名_,1310, ,0,0,0,0,0
随便的网名_,1310,  抽奖啊。。。,0,0,0,0,0
政泪,1320,想要却不得  ,0,0,0,0,0
赶快叫我起床吧,662,  ,1,0,1,0,0
_芊芊芝莉_,870,  ,0,0,0,0,0
__雪儿_,529,  ,0,0,0,0,0
一颗水泡饼饼,581,  ,1,0,0,0,0
sid456838,37,蹭游戏机！  ,0,0,0,0,0
胡吃海喝的胖伙计,117,我有都落灰了  ,0,0,0,0,0
此人核无趣,182,   [doge]ps4,0,0,1,1,0
花果要早睡早起,1632,日常转发  ,0,0,0,0,0
花果要早睡早起,1632,今天也要痴心妄想的转发  ,0,0,0,0,0
伊东酱,1917, ,1,0,0,1,0
夜浊无归路tt,2242,   [doge],0,0,0,0,0
叁漆贰拾一,1817, ,0,0,0,0,0
香菜跑了,2601,  ,0,0,0,0,0
忧鱼与熊掌,1313,  ,0,0,0,0,0
忧鱼与熊掌,1313,琪亚娜,0,0,0,0,0
SUNHANNIBA,1418,[允悲][允悲][允悲]三蹦子没有进过测试服，原神渴望进次测试服，虽然我很非，但我还是要挣扎下,0,0,1,0,0
樱木仙道13_Phoenix,674,复杂了  ,1,0,0,0,0
咖喱是阿三,1633,  ,1,0,0,0,0
职嘛开花节节高,2420,  ,1,0,0,0,0
大美丽的小锦鲤,2441,  ,1,0,0,0,0
重庆Chika酱,537,期待中,1,0,0,0,0
重庆Chika酱,537,期待,1,0,0,0,0
重庆Chika酱,537,  ,1,0,0,0,0
胡同酱肉,465,   改2台了，中奖率提高百分之一百,0,0,0,0,0
胡同酱肉,465,  支持国产游戏,0,0,0,0,0
乖乖宝宝一枚,2457,  ,1,0,0,0,0
佐佐木了啊,2654,  ,0,0,0,0,0
佐佐木了啊,2654,  ,0,0,0,0,0
佐佐木了啊,2654,  ,0,0,0,0,0
好帅的沉沦啊,2306,[二哈][二哈],0,0,0,0,1
好帅的沉沦啊,2306,转发微博,0,0,0,0,1
Yinyangshi66,1702, ,0,0,0,0,0
辰魂112,1370,  [二哈][二哈][二哈]中吧,0,0,0,0,0
微博抽奖平台,1602,奖品名称：PS4Pro、原初测试资格和派蒙抱枕1份*2人；抽奖时间：2019-06-1512:00:00；抽奖规则：,1,1,0,0,1
微博抽奖平台,1602,奖品名称：PS4Pro一台*2人；抽奖时间：2019-06-1512:00:00；抽奖规则：,1,1,0,0,1
乌林乌森,250,  PS4！！突突突！！,0,0,0,0,0
没茶的小茶壶,680,  感觉挺好玩的哟,0,0,0,0,0
DdeJaVuuuuuuuuu,1580,  ,0,0,0,0,0
晴玖玥,2022,  冲,0,0,0,0,0
-hhyyyyyy-,1560,我的我的  妈呀,1,0,1,0,0
墨染夜雲,1608,米哈游新作《原神》放出了新预告！超好玩,0,0,0,0,0
昨晚月光很美,2567,据说评论会提高抽奖率,0,0,0,0,0
风吟剑磬,1591,  求中奖,0,0,0,0,0
幻有梦现_,928,我不要奖品，给个码就行啊  ,0,0,0,1,0
幻有梦现_,928,我不要奖品 给个码就行,0,0,0,1,0
幻有梦现_,928,炒鸡想玩，求你辽,0,0,0,1,0
春风拂面夜色正浓,2625,周五    毅然领奖[作揖],0,0,0,0,0
维尔cheers,633,  随便艾特一个,0,0,0,0,0
OK小团长-,148,[太开心][太开心][太开心]  ,0,0,0,0,0
OK小团长-,148,[太开心][太开心]抽我  ,0,0,0,0,0
湖工软件工程1802班团支部,2578,  爱死,0,0,0,1,0
湖工软件工程1802班团支部,2578,  你觉得是不是你,0,0,0,1,0
JARVIS-YH,1120,[哈哈][哈哈][米奇比心],0,0,0,0,0
some丶mo,2537,  期待,0,0,0,0,1
some丶mo,2537,期待哦⊙∀⊙！,0,0,0,0,1
我想中一次奖,872,  ps4！,0,0,0,0,0
十香Princess2018,2370, ,0,0,0,0,0
超级男孩Hero,1587,  ,1,0,0,0,0
社畜寻酱,281,  害,0,0,0,0,0
迷之奇诺比奥,1073,期待米哈游,0,0,0,0,1
迷之奇诺比奥,1073,期待一下吧,0,0,0,0,1
道枝一树,2197,  安利！,0,0,0,0,0
亡城嗜心,1737,啊！隐藏着星星力量的钥匙啊！请赐予我成为欧皇的力量吧！,0,0,0,0,0
Tym沫源,1946,看完看完看我!,0,0,0,0,0
小小嘿-,1897,[酸] ,0,0,0,0,0
Ghost-sky,245,你不中我中呀 嘻嘻  ,0,0,0,0,0
Unforgiveable70756,2718,米哈游全新力作啊 支持支持[嘻嘻]    从崩崩崩2.6就开始支持米哈游了呢 祝愿米哈游越来越好,0,0,0,0,0
KianaKaslana58529,2719,   米哈游全新力作啊 支持支持[鼓掌],0,0,0,0,0
世界任务完成了吗,2637,  [doge]cos新方向,0,0,0,0,0
小宝宝无敌了,2631,  ,0,1,0,0,0
小宝宝无敌了,2631,  ,0,1,0,0,0
小宝宝无敌了,2631,888,0,1,0,0,0
小宝宝无敌了,2631, ,0,1,0,0,0
我真的是一只小恐龙啊,95,  ,0,1,0,0,0
我真的是一只小恐龙啊,95,  ,0,1,0,0,0
我真的是一只小恐龙啊,95, ,0,1,0,0,0
我真的是一只小恐龙啊,95,666,0,1,0,0,0
我真的是一只小恐龙啊,95,  ,0,1,0,0,0
BiBYAk,2108,  ,0,1,0,0,0
BiBYAk,2108,  ,0,1,0,0,0
BiBYAk,2108,  ,0,1,0,0,0
BiBYAk,2108,  ,0,1,0,0,0
诹访神子,1021,汗……看错日期我还以为已经抽了呢  ,0,0,0,0,0
诹访神子,1021,这个……确实和塞尔达相似度略高啊[允悲],0,0,0,0,0
诹访神子,1021,  确实很像……就是不知道能还原到啥地步[二哈],0,0,0,0,0
天都幽兰,2294,在转发一下 ,0,0,0,0,0
天都幽兰,2294, ,0,0,0,0,0
被簇拥着的寂寞,746,    原神来了,0,0,0,0,0
龍丶殇冰,251,  ,0,0,0,0,0
XieScorpio,1470,   手机游戏，转一个抽奖哦。,0,0,1,0,0
芙芙kira,1086,  现在才看到 马上开奖了[二哈],1,0,0,0,0
双山之后花园,2685,    ,0,0,0,0,0
果果同学提不起劲,886,预约了 希望能进内测，非常期待，看起来不错，崩三没有入坑但往复下载好几次了。到是一直在玩崩二，温迪真不是温蒂吗[doge],0,0,1,1,0
神33040,1441,许愿内测资格~！求中奖   ,0,1,0,0,0
能力有限Company,30,一等奖是我！,0,0,0,0,0
F秋天的秋田犬,2651,  不知道会不会中奖！,0,0,0,0,0
不会降龙十八掌的靖哥哥,689,你们这不就是给塞尔达换了个皮吗[摊手],0,0,1,1,0
Lil1mi,2074,转下,0,0,0,1,0
八瓜015,2693,  想玩QwQ,0,0,0,0,0
柒夏醉梦尘,1891,  (*￣rǒ￣),0,0,0,0,0
Mountain韬,1331,游戏抄袭违法最多的有两种情况： 1.未经许可使用其他公司游戏的美术素材 2.未经许可使用其他公司游戏的源代码 原神并没有触及法律的底线 玩法是根本不受保护的东西（只保护表达不保护思想）（我看当年只有人说q飞抄跑跑，没人说跑跑抄马里奥赛车） 不管怎么说，白猫黑猫，捉到老鼠才是好猫,0,0,0,0,0
Phan晓鸦,1088,  差点漏了一个,1,0,0,0,0
Jason3zs,1912,冲,0,0,0,0,0
看大猫喵喵喵,2180,  我中了就 emmmm中了就emmm嗯٩(•̤̀ᵕ•̤́๑),0,0,0,0,0
犯困的枫痕阿,2660,[允悲][允悲],0,0,0,0,0
给大佬递冰阔落,555,  米卫兵！出动！,0,0,0,1,0
老年人刚通网,2355, ,0,0,0,0,0
假装很强的萌新,4,期待到了,1,0,0,0,0
圣安地列丝,624,这也太不要脸了 你们的心里不会痛吗！,0,0,0,0,0
呆伦Dylan_CasterRefx_UP,760,又说抄袭又要玩的，你们算是什么立场？小学生么还是双标狗？,0,0,0,0,0
冷眸---Sou,1369, ,0,0,1,0,0
墨蓝TF,1739,[馋嘴][馋嘴][馋嘴][馋嘴] ,0,0,0,0,0
墨蓝TF,1739,[馋嘴]   抽中就玩，不为别的，为了米哈游,0,0,0,0,0
KIAAAAAAAA,1258,   还有一个,0,0,0,0,0
o唯爱V,1127,66666,0,0,0,0,0
o唯爱V,1127,  ,0,0,0,0,0
默默路过的蓬蒿人,2054, ,0,0,0,0,0
方山莫奈,1000,诚心求原神测试资格，作为一个老牌米卫兵，真的不想错过原神的第一次测试[可怜],0,0,0,0,0
方山莫奈,1000,ps4我就笑纳了[doge]  ,0,0,0,0,0
imbalilang,818,很期待!希望能早日在安卓上玩到。 没买过ps，ns，要是能在手机上玩到这样品质的游戏就太好了,0,0,0,0,0
九处,472,  ,1,0,0,0,0
老馬只是某许人,2284,崩坏三可以放一放了,0,0,0,0,0
Aziraphale_林,1141,pc端和手机端数据互通？,0,0,0,0,0
lovepeacemusic1314,2203,  ,0,0,0,0,0
安澈c,356,抽我选我  ,0,0,0,0,0
错过你笑,545,  ,0,0,0,0,0
__CICC__,222,  ,0,0,0,0,0
WeRjo,755,为什么不送switch,0,0,0,0,1
WeRjo,755,为什么不送switch,0,0,0,0,1
Ray_约定湘南,490,  蹲,0,0,0,0,0
火耀天穹,1267,想拥有  ,0,0,0,0,0
终极鱿鱼香蕉牛奶象拔蚌,2155,  ,0,1,0,0,0
喵和仓鼠是一家,140, ,0,0,0,0,0
17173轩辕,400,这游戏画面不错，看视频操作感也应该不差，可以关注下。 ,1,0,0,0,0
NESTSIGNIZ,658,  ,0,0,1,0,0
三千路云月73629,2470, ,0,0,0,0,0
来自B站的金克丝,1024,我来看看与塞尔达有什么区别  ,0,0,0,0,0
Antares1906,22,  为了ps4[doge],0,0,0,0,0
zzdisld,2404,希望中奖…,0,0,0,0,1
zzdisld,2404,希望中奖(๑•ั็ω•็ั๑),0,0,0,0,1
tangjiahua26344,2618,  ，啊我死了,0,0,0,0,0
钥匙会落地,1019,  lei了 lei了,0,0,0,0,0
中了大家发,2696,666,0,1,0,0,0
禹声魅夜,709,  ,0,1,0,0,0
禹声魅夜,709,  ,0,1,0,0,0
禹声魅夜,709,  ,0,1,0,0,0
禹声魅夜,709,666,0,1,0,0,0
禹声魅夜,709,  ,0,1,0,0,0
猪啊豪,409,  ,0,0,0,0,0
有栖川橙子,2247,  ,0,1,0,0,0
SvS小雨10032,916,   快看，是ps4,0,0,0,0,0
不要再吃糖了啊_,851,  抽奖还是要的[嘻嘻],0,0,0,0,0
N1ve,1825,希望遇见原神  ,0,1,0,0,0
阿尔法雨果,1955,  来玩啊 ,0,0,0,0,0
宇哥的狗粉丝,2403,很多人已经举报了 祝你早日关门大吉 哈哈哈,0,0,0,0,0
复方晚公子,869,  加倍概率。,0,0,0,0,0
复方晚公子,869,  原神！,0,0,0,0,0
掰筷子,1406,此刻正是，中奖之时！  ,0,0,0,0,0
鸩约QwQ,2268,嘛，我只是想说期待……[太开心]  ,0,1,0,0,0
包卷小寻子,2551,能预约的地方除了米哈社斗抢了pwq 拼命也要抢到资格,0,0,0,0,0
chelly丶,199,  ,0,0,0,0,0
QQ08097,2243,  求欧！！！！！！,0,0,0,0,0
Popure_,443,  原神（-HYZX-）,0,0,0,1,0
狭缝中的光芒,2563,  期待期待(๑˙ー˙๑)  ,0,1,0,0,0
狭缝中的光芒,2563, ,0,1,0,0,0
穿刺术,1457, ,0,0,0,0,0
御坂1998,1639,真尼玛恶臭 策划本来就恶心了，游戏还继续出更恶心的,0,0,0,1,0
一身肝的兔,2543,好期待……,0,0,0,0,0
我不是你的可爱吗,2373, ,0,0,0,0,0
即将燃尽的红莲,1461,  只想要测试资格,0,0,0,0,0
上官猫夏,1769,没有原神玩我要死了,0,0,0,0,0
EVAN_030,1207,抽奖送啥ps呀，送ns才对[doge],0,0,1,0,0
Beloved_Blood,616,  能给个测试的机会吗,1,0,0,1,0
绘魔贱,2199,反正，我挺想玩的~,0,0,0,0,0
孤剑丶kkk,2023,  中中中！,0,0,0,0,0
孤剑丶kkk,2023,  中中中！！！！！！,0,0,0,0,0
林壑敛瞑色,1630,卑微仔需要拥有姓名,0,0,0,0,0
coco星星星冰乐,198,恶心,0,0,0,1,0
Lemon-小猴子,579,  [二哈],0,0,0,0,0
進擊的暖寶寶-T_T,165,  ,0,0,0,0,0
-akiiiiiiiiii-,603,[费解]塞尔达vs原神在线找不同,0,0,0,0,0
泥鱼龙最粪,1867,抄袭的辣鸡[鸡],0,0,0,0,1
泥鱼龙最粪,1867,抄袭必死,0,0,0,0,1
poi的提督,1624,  =W=rua~！,0,0,0,0,0
闇黑猫,1606,好兴奋哦，mihoyo又出新游了。,0,0,0,0,0
Dark逆,646,万一中了呢  ,1,0,0,0,0
无脑六,609,没有美术基础的人真可怜呀，这都能看成既视感,0,0,0,0,0
渐行渐近近个锤子,488,在座的各位快醒醒，他们PV是故意剪成这样的，这样做传播广反响大，能吸引一大波猎奇群众围观下载呢。这就是我国的基本国情呀，你们在下面骂他，他都有脸抄了还怕你这两句口水？不光脸不红，心里还美滋滋，甚至想要多雇一些水军来骂自己,0,0,0,1,0
小悦爱吃甜食,1180,派蒙好可爱[喵喵],0,0,0,1,0
AmIlyIsA__GEmINI,1294,来了老弟！,0,0,0,0,0
还是喜欢七只假爱豆,190,看吐了[吐],0,0,0,0,0
shark赛高,2538,我从来都没有参加过测试服，救救孩子吧QAQ,0,0,0,0,0
向着太阳奔跑吧,401,这游戏有单机版吗？或者可以不联网组队自己玩 ,0,0,0,0,0
狠狠的把id给,1375,要不是米哈游出原神，任天堂能急得拿出botw的新pv吗？？还不谢谢大伟？[doge],0,0,1,0,0
林林林有雪,1811,  中奖绝缘体[允悲][泪],0,0,1,0,0
快点多谢甘楽哥啦,185,[嘻嘻]大家别这样 这烂公司你不让它抄 它能做出个屌游戏来 是吧 人家摆明了割韭菜钱,0,0,0,0,0
一名强者,384,还是看最终游戏素质吧 不过这个画风不是我的菜先观望 如果有氪金抽系统 就不玩了 买断制可以考虑,0,0,0,0,0
容我时醒时醉,1869,  ,0,0,0,0,0
雪盖乌龙茶,1732,抽我抽我！,0,0,1,0,0
itharius-,2478, ,0,1,0,1,0
世事怎抵清宵梦境,1617,所以这到底是个什么端的游戏啊？手游？,0,0,0,1,0
沈阳窦唯,2380,博一博单车变摩托[汗][汗],0,0,0,0,0
Arceus-mega,1301,美术风格，先不说....你这个pv怎么....和塞尔达的pv这么像啊？,0,0,0,0,0
也就那样丶丶,1103,抄袭[微笑],0,0,0,1,1
也就那样丶丶,1103,前人经典案例：某手游(海…)抄袭 赔了300万后 继续靠着盗版手游挣钱…脸都不要了[怒],0,0,0,1,1
DaftStone,412,  安排,0,0,1,0,0
想要有只喵小,1295,[doge]你这个pv过分了啊 dn既视感,0,0,0,1,1
想要有只喵小,1295,[doge]一名老年风行者路过 虽然几年没玩了[允悲],0,0,0,1,1
想要有只喵小,1295,[doge]我觉得像dn多点,0,0,0,1,1
猫的摇篮-伪物,2,你们抄的原作要出续作了，你们的原神续作可以安排上啦[doge],0,0,0,0,1
猫的摇篮-伪物,2,真是抄的有水平啊[doge],0,0,0,0,1
粥八粥,1808,你有事吗，滑翔翼两边两条风都要抄，你这不是斗篷吗滑得起来吗，还有攀爬动作，都是微微弓起背部；甚至最开始那句‘醒一醒’都一样，加上场景设定，完全就是抄袭，你不怕被告吗。你家是不是人手一个switch？,0,0,0,0,0
让世界变得更热闹吧,1061,  ,0,0,0,0,0
今天就是讲究人,2531,塞尔达续作的预告出来了，赶紧去抄..啊不“借鉴”啊！,0,0,0,0,0
满岛黑黑黑,2326,  ,0,0,0,1,0
二十三年雨,1719,  ,0,0,0,0,0
MuteANDowl,1576,送ps4pro是最骚的，无内鬼主页来点原神嘴臭[嘻嘻][嘻嘻][嘻嘻],0,0,0,0,0
呆头虎虎,1430,服了,0,0,0,0,0
見光死的智障,873,来都来了，吐口痰再走吧,0,0,0,1,0
RDJJJJJJ,1042,一等奖为什么不送ns？瞧不起ns？,0,0,0,1,0
大尾拟八哥,726,臭不要脸,0,0,0,0,0
秦岭秋风i,1625,旷野之息出续作了 您呢[嘻嘻][嘻嘻],0,0,0,0,1
秦岭秋风i,1625,………………………………,0,0,0,0,1
正念训练学员,849,你就是塞尔达续作？,0,0,0,0,0
比赤色更红,2633,没想到吧，我出2了，继续抄啊,0,0,0,0,0
悠幽唐人,2040,续作还抄吗？弟弟,0,0,0,0,0
打游戏的小李,302,  来呀,1,0,0,0,0
注销990011232,392,原神！   ,0,0,0,0,0
林焕_然一新,2483,育碧或成为最大赢家[doge],0,0,0,0,0
二三六猫眼,1754,  你这id不吉利啊！,0,0,0,0,0
落鲸遗年,2204,不违法，不道德！丢脸！[吐],0,0,0,0,0
Super王木木,580,如果没有塞尔达好玩，会被怼死吧。[汗],0,0,1,0,0
玉笛褚,2065,画风这种东西有专利么，那各个国家的画师不都可以申请了么[二哈]，等游戏出来再喷不行么……,0,0,0,0,0
昊哥昊哥耗,638,真实,0,0,0,0,1
亿个糖果,2508,我觉得cv很ok[OK]虽然其他大型游戏都没玩过……[憧憬]从育碧球推荐来的[憧憬][憧憬][憧憬]很期待,1,0,0,0,0
别说了蚌埠住了,2208,  [doge][doge],0,1,0,0,0
多啦Li萌,675,  ,0,0,0,0,0
絮语风尘,1723,冲冲冲,1,0,0,0,0
抗压吧吧务团队10086,1653,z？我只要个测试邀请码就ok了，毕竟那么多人骂抄袭我相信肯定不会有什么人玩，与其这样不如把邀请码给我，让我来试一下毒，真的。,0,0,0,1,0
人群中的小黑,1593, ,1,1,0,0,0
报于桃花,2210,  ,0,0,0,0,0
梦想就是这只肥鸟,671,在哪申请内测？,0,0,0,0,0
Centity,876, ,0,0,0,0,0
嘴臭骑士V28,1266,滚,0,0,1,0,0
昨天炖的鱼,134,  拉低中奖率,0,0,0,0,0
_吃货萌萌哒_,2556,抽我抽我抽,0,0,0,0,0
不抽烟CHIRS,772,中中中,0,1,0,0,0
Mona-忬嵐,1839,幸好有这样设备  ,1,0,0,0,0
Mona-忬嵐,1839,幸好有了这样设备[吃瓜][吃瓜][吃瓜],1,0,0,0,0
风咏,133,都抄袭了，还不送ns？,0,0,0,0,0
凄凄惨惨戚戚年年朝朝暮暮,2597,  转发微博,0,0,0,0,0
让我无法抗拒的一次旅行,2596,  转发微博,0,0,0,0,0
他他达拉菲草莓味冰激凌凌凌凌,319,  转发微博,0,0,0,0,0
一班萌萌哒嘴嘟嘟的幼崽,2600,  注册发,1,0,0,0,0
萧舞,1938,加油加油加油,0,0,0,0,0
正确的一针见血的,1905,也就微博上的评论比较正常了，米小将总部批站全是憨批在洗地[嘻嘻],0,0,0,0,1
正确的一针见血的,1905,之前看图就感觉像，现在看宣传PV就更像……嘛，对于米哈游来说也不奇怪[吃瓜],0,0,0,0,1
-TIN-,221,山寨塞尔达这个名字适合点,0,0,0,0,0
赠与你的山茶花,1847, ,0,0,1,0,0
鬼灬少女布狼牙,1889,还没玩到游戏就已经迫不及待的喷抄袭了我的天[允悲] 问：哪里是塞尔达玩家的交流讨论地？ 答：有关原神的视频底下，甚至国内购买了ns的玩家还多,0,0,0,0,0
局外者动力羊,2100,  拉低中奖率,1,0,1,0,0
你咋这么你为啥,1926,  ,0,0,0,0,0
cbsy85417,1469,原神必死必死,0,0,0,0,0
芬forLOVE,666,其实我是为了测试资格.......嗯，是的[馋嘴]  ,0,0,1,1,0
公子伏虎,2393,来了大伟,0,0,0,0,0
啊烽烽烽,932,    ,0,1,1,1,0
大侦探J,2109,游戏机[游戏手柄],0,0,0,0,0
就是把不爱吃鱼,941,让我也做一波抽奖狗[嘻嘻]  ,0,0,0,0,0
白米饭叔叔,1770,#转发抽奖#     求中奖。,0,1,0,1,0
诶原来是你喔,2343,  拉低拉低拉低,0,0,0,0,0
诶原来是你喔,2343,  拉低中奖率拉低中奖率拉低中奖率求求你们抽中我吧qaq,0,0,0,0,0
我什么时候能遇到心软的财神爷,2383,      ,0,0,0,0,0
蜂鸣小二,700,期待已久了，品质致胜。,0,0,0,1,0
瞌睡的貓DrowsyCat,1091,  嘿嘿嘿,0,0,0,0,0
朱子彧2333,1564,   这个奖更大一些[doge],0,0,0,0,0
华紫煜hzy,2714,Ps4 pro手感是啥样的，想摸……,0,0,0,1,0
Yan-zitiao,36,  完全模仿塞尔达，但是感觉应该还多好玩,0,0,0,0,0
空见闻风,1722,我家没矿，可能玩不起米忽悠的游戏嗷[太开心],0,0,0,1,0
JxmDY,57,会不会上ps4哦,0,0,0,0,0
张吖吖吖丫,1756,  炒鸡想玩吖,0,0,0,0,0
萌萌的小财哥丶,651,  啦啦啦啦,0,0,1,0,0
健身环小冒险,234,塞尔达即视感？？？  ,0,0,0,0,0
哎呀sizn,1875,  来咯，国产游戏[鼓掌],0,0,0,0,0
-Violet_Evergarden-,659,终于等到内测了  ,0,0,0,0,0
劳拉Candy糖糖,2214,      [给力][给力][给力][给力][给力][给力][给力],0,0,0,0,0
瘦到100斤再改名吧,1669,我想说这看上去很像赛尔达，但又没别人做的好，出原创游戏很难吗，我看这样也不容易吧,0,0,0,0,0
HHY12015,1840,好玩就玩，抄袭就打，等ps4版本中,0,0,0,0,0
潼遊,2136,啪叽_(:з」∠)_，加油(ง •̀_•́)ง,0,0,0,1,0
狼小灬灰,327,  ！！！我要,0,0,0,0,0
燃烧de狒狒,18,我觉得我可以！  ,0,0,0,0,0
不止夕阳近黄昏,1832,   求资格，我不管我就要玩,0,0,0,0,0
tjdd1,1311,"   ,让我看看你运气咋样",0,0,0,0,0
SaigusaHaruka,1030,   抽…,0,0,0,0,0
ChrisJ丶德容,1892,这是赛.......？,0,0,0,0,0
纯洁善良温柔小绵羊咩,734, ,0,0,0,0,0
绝缘_逻辑,69,《原神》开放大世界期待期待呀！  ,0,0,0,0,0
可乐沫的夏天,1162,  [doge],1,0,0,0,0
可乐沫的夏天,1162,  ,1,0,0,0,0
鸥洗恩,379,是网游吗？,0,1,0,0,1
鸥洗恩,379,塞尔达即视感,0,1,0,0,1
我超级喜欢华子哥哥,1170,  ,0,0,1,0,0
超级抠的华子的同事,32,  ,0,0,0,0,0
硅基狂潮,1874,来了来了,0,0,0,0,0
剑魔小姐月光加冕,1762,呜呜呜你妈没了,0,0,0,0,0
李老白他她弟,1963,生死有命富贵在天,0,0,0,0,0
MISakamikoto20001,1414,真的流批！,0,0,0,0,0
明眸皓月_,1947,   希望中奖啊qaq,0,0,0,0,0
hikikomori咯,650,  那就一人一个ps4吧,0,0,0,1,0
作死还是不会死,1688,拉低中奖率  一起来呀,0,0,0,0,0
星冉泽银,1002,  ,0,0,0,0,0
神烦g916,2061,      牛批，没了,0,0,0,0,0
无以言语的弱,2304,  leile leile,0,0,0,0,0
