F_UserName,User_nIdx,F_Comment,Label,TextLen
秦岭秋风i,1625,………………………………,3.0,12
悠幽唐人,2040,续作还抄吗？弟弟,3.0,8
落鲸遗年,2204,不违法，不道德！丢脸！[吐],3.0,14
抗压吧吧务团队10086,1653,z？我只要个测试邀请码就ok了，毕竟那么多人骂抄袭我相信肯定不会有什么人玩，与其这样不如把邀请码给我，让我来试一下毒，真的。,3.0,62
嘴臭骑士V28,1266,滚,3.0,1
风咏,133,都抄袭了，还不送ns？,3.0,11
正确的一针见血的,1905,也就微博上的评论比较正常了，米卫兵总部批站全是憨批在洗地[嘻嘻],3.0,32
正确的一针见血的,1905,之前看图就感觉像，现在看宣传PV就更像……嘛，对于米哈游来说也不奇怪[吃瓜],3.0,38
-TIN-,221,山寨塞尔达这个名字适合点,3.0,12
公子伏虎,2393,来了大伟,3.0,4
蜂鸣小二,700,期待已久了，品质致胜。,3.0,11
华紫煜hzy,2714,Ps4 pro手感是啥样的，想摸……,3.0,18
剑魔小姐月光加冕,1762,呜呜呜你妈没了,3.0,7
最喜欢大家了呢,2275,我想要资格.jpg,3.0,9
艾薰-艾拉拉拉链,2296,某些玩家真优越嗷，连蛙泳和攀爬动作也变成塞尔达原创了的哦[二哈],3.0,32
knight-妖梦,1278,这是！,3.0,3
狂小鑫OvO,2238,你妈死了,3.0,4
十六夜小黑,1263,给我个测试资格[二哈]想画点同人试试看......,3.0,25
爱羽之殇,1940,是时候展示欧皇的魅力了,3.0,11
转发抽奖搜罗,1513,#转发抽奖搜罗[超话]#,3.0,12
温暖atatagai,2113,  ,3.0,2
温暖atatagai,2113,我的手已经抓住原神的未来了，测试资格我收下了！,3.0,23
竹蜻蜓QaQ,2300,联机塞尔达快来啊！,3.0,9
___屉攸___,1381,有啥可喷的嘛，爱玩玩不玩滚，真如果涉及抄袭老任那样能不管？米哈游家的游戏质量，吹爆！,3.0,42
某堡颜值担当,1975,我从来没见过这么好玩的游戏，但是没有苹果手机和电脑，只有ns，期待原神上ns[太开心][太开心][太开心],3.0,53
某堡颜值担当,1975,我是因为玩贝姐2没中文，去看攻略视频从弹幕ky才知道崩坏三的[太开心],3.0,35
浮生梦行1987,557,你们考虑下登录ns吗[doge],3.0,16
帅帅阿伟是我,1795,[可爱],3.0,4
鱼仔想想想,1187,你如果只是换皮塞尔达，那对不起别怪我素质差，我要开喷辣,3.0,27
张大大大大奔,740,7年老粉求资格！,3.0,8
ZoCoCo_CN,1393,在我看来《原神》是对《旷野之息》最低劣的抄袭！[微笑]换个人物换个世界观，然后开放世界里的建模场景几乎全部照搬，里面的一花一草一木都让我看到了满满寨版的旷野之息，更别提什么游戏节奏和战斗方式了，这还tm能说是借鉴吗？！不可原谅！最后，请任天堂法务部务必告死它[摊手] ,3.0,134
ZoCoCo_CN,1393,在？为什么抄袭塞尔达？,3.0,11
Cynicus,491,碰瓷碰的脸都不要了，D区[作揖][作揖][作揖],3.0,24
三分归元气少年,359,这是塞尔达新mod吗[doge],3.0,16
megamimegumi,596,让我恶心,3.0,4
冰镇羊咩咩,969,评论让我相信了这是一场碰瓷营销嘻嘻,3.0,17
小白测平,879,抄袭,3.0,2
家住隔壁我姓王--,1542,？？？玩法抄袭很难界定……但是这pv连脸都不要了？？？,3.0,27
日月皆有阴晴圆缺,217,呵呵，模仿的好啊！抄袭？咱可不敢说，告我怎么办呢,3.0,24
Bade初,1083,  [二哈][二哈],3.0,10
Bade初,1083,[doge][doge][doge],3.0,18
UngIlRimOvO,2087,有本事就买断制收费，别弄恶心的氪金手游那套，别玷污“开放世界”,3.0,31
UngIlRimOvO,2087,我觉得relink比这个屌一点，这个是下位版吧[doge],3.0,29
合金装甲布狼牙,1704,会在steam登陆吗 好期待啊,3.0,15
粗超人,169,吐痰,3.0,2
Ars_陌小离,837,emmmm怎么说呢，这PV看下来有新意的地方还是有的，不过这草和燃烧和塞尔达可真是一模一样…而且很多地方也借鉴了龙之谷的元素，这俩游戏我都玩过，而且都是我非常喜欢的，如果真能做好做精那我果断玩爆，如果又是个氪金游戏那再见抄袭死妈。（就不圈好友了，并不想抽这个奖）,3.0,131
当艾来敲门,160,呵呵，前有大厂的风云岛行动，后有米哈游天下第一的原神，难怪国产游戏一直这么畸形难以发展。米哈游牛逼啊！,3.0,51
十代喜欢MEIDY,591,真是恶心 本来觉得人设不错 但这太不要脸了,3.0,21
十代喜欢MEIDY,591,这飞伞不明摆着么,3.0,8
Chrysalis7,1432,让爷恶心,3.0,4
五月景明,571,你们要不要脸？当国内手游玩家没人玩旷野之息？他妈的地图照搬世界观抄袭 pv都要照着做 开头都想不出个新的也他妈要“醒一醒” 管你炒作碰瓷还是照搬抄袭 贵公司还是死妈吧,3.0,83
道途老皮,2613,给陈老师打call,3.0,9
Kio_ka,2311,好好做啊，taptap还是有不少人看好你的。别打脸啊。微博牛鬼蛇神太多了，先溜了。,3.0,41
Kio_ka,2311,反正怎么样吧，只要你游戏水平能达到pv那样，PS4一次性付费我就买爆。,3.0,35
仏师runhuayoyo,808,[憧憬]见到有人说分镜演出都是抄袭，那我是不是可以期待一个对比视频了？,3.0,35
BeeeHumble,1139,这模仿的过度了吧[费解][费解],3.0,16
早睡早起桑,322,[二哈]辣鸡米哈游，俺要给你好好去“安利”别人,3.0,23
早睡早起桑,322,要脸么[费解]换皮塞尔达？？,3.0,14
万能播放z,2427,哈哈哈哈哈哈,3.0,6
白十GG,1410,好好的崩坏不做 改做这么整 为啥要跑偏呢？,3.0,21
夜歌-Leiko,206,大哥，要点脸,3.0,6
一只熊诶,468,为了赚钱脸都不要了？？这他妈跟旷野之息有什么区别？,3.0,25
一个爪爪,1377,抽ps4干嘛？一等奖抽一个ns多好[嘻嘻],3.0,21
王者战魂5不屈,263,虽然我不知道这个游戏和哪款游戏一样，虽然我还没看视频。但我知道你们就是彻彻底底的抄袭[doge]你们总归是抄袭了什么的，只不过的只不过我还不知道而已[二哈]该骂，骂死你们。等游戏出来通知我就好了。哈？你们说我为啥玩？拜托，老子是玩家不是正义使者，老子只管游戏好不好玩，维权是企业和政府的事,3.0,144
王小花喵喵咪,390,选我选我！,3.0,5
驯规捣矩,777,  ,3.0,2
_ThatXX,564,真香警告[警告],3.0,8
子瑜大大啊,2124,家里人和抄袭你们选择了后者[怒][怒],3.0,19
unscs1337,103,那个怎么说呢原本大家都不知道的时候我还蛮期待这个游戏的，但是这个pv3看的我是越来越心凉，你们策划为什么都要找这种人呢，普通点不好吗？,3.0,67
unscs1337,103,以前只是玩崩坏系列的在讨论比如这个世界是不是崩坏末日后的千年什么的，现在好像，他们在说什么呀。。。,3.0,49
绎紫洛英,1152,喂了一大口屎[黑线],3.0,10
利欧路Riolu,2031,直接照搬，真的牛批,3.0,9
黑云母wizone,428,网友被钓鱼好像还觉得自己很聪明一样。是个3d卡通动作游戏都能剪出个看起来像野吹的pv。想玩就买，不想就冷处理，少说壁画才是真正的核心玩者。,3.0,69
uwu老大哥,857,牛逼啊指的奖品[笑而不语]  ,3.0,15
uwu老大哥,857,牛逼啊，指的奖品[笑而不语],3.0,14
幻痛sama,562,别抄了，别抄了，要不你少抄点也行[生病],3.0,20
双侠之一的陆小酒,788,这tm也太像了吧...真的不会被任天堂告吗...,3.0,24
派对小马碧琪派_,1261,画面风格很像塞尔达，PV透露出的个别玩法也有借鉴，但核心玩法应该不同，但目前猜测玩法已经和武侠类端手游十分相近了，但游戏画面和人物造型都有极大的提升与不同。把一种已经被玩的百无聊赖的游戏模式“移植”到对于游戏优化和氪金程度分化异常严重的手机平台上，本身还是对游戏厂商技术与运营的挑战,3.0,141
狂乱贵狐狸狸,626,真的认真对待这个问题,3.0,10
狂乱贵狐狸狸,626,现在还是A测 真心建议用点心 你是想上端游 端游的玩家可不像手游的那么好应付好忽悠 60水可解决不了什么问题,3.0,54
陈聆汐,1671,给我ps4就是没抄[doge],3.0,15
魔妖72,67,吧官网音乐改改吧别丢人了14国外很火的你们是国内为数不多的向外输出产品的公司多少外国人看着呢心里没电数？别丢人了,3.0,56
卿未更,678,你甚至可以在ps和移动端玩塞尔达[doge][doge][doge],3.0,34
魔神双破斩,535,我非常期待新TO,3.0,8
勿心随心,898,  ,3.0,2
晓黄不是小黄,595,谢谢各位喷子给原神带来的热度,3.0,14
清风上玄月,1438,崩坏三78级咸鱼和旷野之息230小时玩家表示：这美术风格似曾相识啊[摊手],3.0,37
黑黑大氣功,2579,你是第二个网易吗？,3.0,9
jh_94,1161,[赞][赞][赞]加油，真能做出pv里的效果，我tm玩爆。不忘初心，砥砺前行，加油，相信你们[太开心][太开心][太开心],3.0,61
世界遺產兔子柴,903,明明就和塞尔达一样，还一堆洗地狗在那洗，年纪轻轻就瞎也是可怜。,3.0,31
世界遺產兔子柴,903,还一堆洗地狗洗的让人恶心[微笑],3.0,16
世界遺產兔子柴,903,这楼洗地洗的厚不要脸,3.0,10
世界遺產兔子柴,903,你别问我啊，这又不是我做的游戏[嘻嘻]但凡玩过塞尔达的人一眼就看得出来一样是不争的事实。,3.0,44
巖繭,50,崩崩崩崩？[二哈],3.0,9
V灬杰,823,   打机了,3.0,6
出气筒同志,770,你好意思在调查问卷里面问玩过多少小时旷野之息?,3.0,23
1123我鸽了,735,b树自在人心，我知道你们做什么心里面其实都懂的,3.0,23
Dawn_Sinnoh,1509,抄袭司马,3.0,4
卐峰,240,国内没出好游戏时就说国内的开发辣鸡，当出了些稍微不错的游戏时又说抄袭……反正喷就对了[摊手][doge],3.0,52
卐峰,240,米哈游在建模上确实可以,3.0,11
槲寄生澜,1807,网友们可真是严格呢[费解],3.0,13
悠风麻薯,285,玩玩玩,3.0,3
Mr小輝,142,  [吃瓜][吃瓜],3.0,10
Mr小輝,142,先看看再说～～,3.0,7
三排八班蘑菇侠,1879,抄龙之谷的场景和技能动作，不带改的,3.0,17
Alyssa的糖果,2148,就想知道说抄袭的有多少自己玩过塞尔达，从根本游戏模式上来看就不一样，真能抄袭塞尔达米哈游也太厉害了[微笑],3.0,53
Alyssa的糖果,2148,pv应该是炒热度，等开服就知道具体怎么回事了，我想应该不至于和塞尔达很像，因为像塞尔达那样很难做的,3.0,49
Alyssa的糖果,2148,pv应该是个碰瓷pv吧，我觉得如果真能做出塞尔达那种和草地互动燃烧米哈游就厉害了，我猜pv里面燃烧草地是技能效果（灼烧debuff 领域）之类的[思考],3.0,76
Alyssa的糖果,2148,对啊，塞尔达风格的dn的既视感，可惜玩过dn的人少，觉得射箭和塞尔达一样，  其实和dn果子也很像就是了,3.0,52
Alyssa的糖果,2148,对于你这样没素质的人我不想多说什么,3.0,17
Alyssa的糖果,2148,谢谢[太开心],3.0,7
Alyssa的糖果,2148,是的,3.0,2
Alyssa的糖果,2148,我两个都玩过我感觉就是龙之谷的模式加上塞尔达的一些设计,3.0,27
Alyssa的糖果,2148,是的，而且主题好像还是打龙的样子,3.0,16
Alyssa的糖果,2148,额，最后一张好像没看到过，确实很像守护者的样子,3.0,23
Alyssa的糖果,2148,你要看图吗，我虽然玩手游，但是主机游戏我也玩很多，只不过不喜欢发微博罢了，到底是不是云我问心无愧,3.0,48
Alyssa的糖果,2148,好吧，我措辞不当，我意思是看pv感觉玩法像龙之谷，我自己转发抽奖就说有龙之谷加塞尔达的感觉的，没说一点不像，其实有些人说游泳动作啥的，我觉得游泳动作都做的像只狼一样也太鬼畜了[允悲],3.0,91
Alyssa的糖果,2148,你们可以去看见龙之谷的黑龙，建模都是有点像的,3.0,22
Alyssa的糖果,2148,不好意思，看错了，我去找点龙之谷的看看,3.0,19
Alyssa的糖果,2148,确实，因为游戏还没出来，这个pv做成这样米哈游是否有心未可知，不过我是真的觉得很像龙之谷，因为想做成塞尔达那样到底多难，玩过塞尔达的玩家心里应该知道,3.0,74
Alyssa的糖果,2148,塞尔达属性元素互动是用武器之类的达成，这个我没看错应该是技能之类的，你们可以去看下龙之谷，可惜龙之谷一个过气老游戏没人知道[允悲],3.0,65
Alyssa的糖果,2148,你觉得战斗，游戏玩法不一样叫一样吗，看样子没有林克时间和一些特殊玩法的样子[思考],3.0,41
Alyssa的糖果,2148,米哈游要能抄成这个，他可厉害坏了[微笑],3.0,20
Alyssa的糖果,2148,是的，塞尔达我觉得封神的原因绝对是他的玩法，我永远都记得自己第一次玩塞尔达乱爬探索遇到了第一个人马时候被高射的雷箭打死的时候，这种随机自由的探索是别的游戏学不来的,3.0,81
Alyssa的糖果,2148,我没说不可以啊，表达自己的看法罢了，我只是看不惯云玩家跟风罢了，我也没说不抄，只是觉的核心玩法像龙之谷，没问题吧？,3.0,57
Alyssa的糖果,2148,没有维护抄袭，只是觉得更像龙之谷懂了吗？,3.0,20
Alyssa的糖果,2148,我只是觉得云玩家太多，我觉得玩过塞尔达的都会觉得核心玩法不一样的，倒是没想到也有些塞尔达玩家有不同的看法，不否认有些抄袭地方，但是本质不是一样的东西，塞尔达对我来说完全是一种全新的游戏体验，而这个游戏只是普通的RPG网游罢了,3.0,112
Alyssa的糖果,2148,你也不赖,3.0,4
Alyssa的糖果,2148,你非要说剧情抄，塞尔达解放四神兽救公主，历来剧情，哪里抄？,3.0,29
Alyssa的糖果,2148,一个动作游戏，你说看战斗动作还是跑步动作？我说动作像龙之谷不行吗？哪里像塞尔达？,3.0,40
Alyssa的糖果,2148,这点看不出什么剧情，而且这是个网游，会不会只有四个boss我我觉得应该不止，伞飞我没看，我只看到头发，而且在空中似乎可以加速的样子,3.0,65
Alyssa的糖果,2148,歌的核心就是词和曲，当然不能抄，塞尔达的核心难道不是玩法了吗,3.0,30
Alyssa的糖果,2148,动漫里面这种视角好多的，日式视角，瞭望点啊，你们都不看动漫的吗？,3.0,32
Alyssa的糖果,2148,终于有个明白人了，塞尔达如果能抄的了模式那就不是塞尔达了[鼓掌],3.0,32
Alyssa的糖果,2148,那随便喽，反正我觉得塞尔达还真没人能抄的了[摊手]，我倒是很希望这游戏能成为我龙之谷之后的一个期待罢了,3.0,51
Alyssa的糖果,2148,游戏模式根本都不一样，抄不抄那得看老任觉不觉得抄了，说抄袭还不如去看看某场的捉妖游戏呢,3.0,43
Alyssa的糖果,2148,如果你觉得，你这300个小时塞尔达就只值射箭，游泳，攀爬，那我也无话可说，120个神庙的设计，全自由的探索，还有时停之类的，塞尔达的物理引擎都被你吞了吧,3.0,76
Alyssa的糖果,2148,那些游泳什么动作我就不说了，这种想原创也很难，但是你射箭怕不是没玩过龙之谷，建议你去看看龙之谷技能视频再说吧，塞尔达也只有不同的箭有特殊效果，而从这段视频看来，射箭只是龙之谷那种技能效果罢了,3.0,95
Alyssa的糖果,2148,说洗地的你玩过塞尔达？不要贬低塞尔达了好吗？,3.0,22
树荫蘑菇,953,烂泥扶不上墙,3.0,6
10点半的火车站,586,无话可说,3.0,4
秃噜马膝盖,697,太山寨了,3.0,4
我不是蛐蛐,172,[话筒][话筒][话筒],3.0,12
追唔到翡翠的墨尔本,861,既视感太强[doge][doge][doge],3.0,23
赵电炮会一直努力,672,加个日语配音就是塞尔达了,3.0,12
月似旧时梦,496,傻逼,3.0,2
鸥叽叽叽,1510,这个游戏必死嗷[嘻嘻]谁想玩速度拉黑我，不然我骂死你[太开心]  谁和我一起骂我们就是异父异母的亲姐妹,3.0,51
鸥叽叽叽,1510,这个睿智游戏怎么回事？想倒闭呢[疑问],3.0,19
一个马,877,这尼玛抄的我都看不下去了,3.0,12
吃胖的逗逼,2630,ps4我来啦,3.0,6
HDSKG,2546,牛逼哦国产3A[摊手],3.0,11
快一点睡觉,1243,[吐],3.0,3
Fifis-bin,815,Pv镜头和节奏完全抄袭，好样的,3.0,15
小刘Ryu,864,啥时候上架ns，不要再出手游啦！！！,3.0,18
我的女友是铁锤,997,抽我,3.0,2
莱恩科斯,1863,真的太不要脸  祝暴死哦[可爱][可爱],3.0,20
epenguin22,1477,[摊手][鄙视][弱],3.0,11
拧螺丝的螺丝,1831,真的是为了恰饭连里子都不要了,3.0,14
Ans_安,657,不是，玩法之类的东西抄就抄吧，现在连宣传pv都要抄了吗？,3.0,28
鬼魅狂笑的老李,354,安卓没得玩？,3.0,6
大工第一飞虎队队长,239,玩起来！！,3.0,5
CROW-32,502,无论是艺术史还是游戏史都会存在不同程度的借鉴与抄袭，也算是文明发展的一部分进程，骂可以骂，还是得看东西做出来再下定论，如果打着知识产权保护的旗号过激批判才是真的阻碍进步（我乱说的塞尔达天下第一！）,3.0,98
_李肆,693, 黑色沙漠:旷野之息,3.0,10
TVemu,33,好玩,3.0,2
土豆你个马铃薯o0,2130,原神，我原nmlgb[嘻嘻],3.0,14
我也希望这里有阳光,2316,醒醒？醒你妈 呢！睡死过去得了,3.0,15
一般摸鱼选手,2259,[思考]我寻思你这PV做出来的目的就是找骂吧,3.0,22
漫游REN888,2331,安卓很难受,3.0,5
赦天琴棘,1237,这，你要真能抄出一个塞尔达也算你牛逼。,3.0,19
一只飞行器,1050,妖兽啦 旷野之息出手游啦,3.0,12
带怯偷眼望,1568,来了,3.0,2
明明就是你OvO,2566,可以盾反吗  [嘻嘻],3.0,11
JHL_Dedicated,999,  ,3.0,2
JHL_Dedicated,999,愿意看到国产作品,3.0,8
我是臭屁小子,1949,你TM宣传片的节奏都抄我真的服,3.0,15
毕之BYF,2135,原神(指原作是神作),3.0,10
ShawBow,925,[淚]我哭了 抄袭竟然还能这么抄,3.0,16
山德鲁大君,127,没有ns的朋友们，你们的福利来了，可以在手机上体验天下第一的塞尔达了[吃瓜][吃瓜][吃瓜],3.0,46
孙哥儿在广州,355,关注一下,3.0,4
飞哥皇冠瑜伽会所,510,这也太过分了，塞尔达被抄的底裤都没有了,3.0,19
jensouyzx,48,国内游戏太不要脸了，明明建模还行为啥不搞个原创，这样抄袭的注定爆死,3.0,33
圣益君,1993,真要有塞尔达传说这水平，我一定好好玩啊[doge][doge],3.0,31
SZn98,2082,抄袭司马的嗷[偷笑],3.0,10
去云南吃蘑菇吧,665,这游戏要是上ns我就原谅你[吃瓜],3.0,17
格兰赛法甲板清洁工黑糖,1309,亲妈都不要了？您配抄吗？,3.0,12
我今年不想再改名了,1018,给个群号，有钱一起赚啊,3.0,11
秋刀青花鱼,2158,  许愿,3.0,4
秋刀青花鱼,2158,许愿,3.0,2
Kelater,316,顺便靠抄袭引起话题只会让人为你们悲哀，有实力却不用只是用来抄袭，太可悲了,3.0,36
Kelater,316,抄了好多玩过的游戏[Aloha]喜欢这个的都不妨玩玩原作塞尔达旷野之息，玩了不亏，比未来往这游戏氪金花的钱可少多了,3.0,57
全力生活的米爸,2146,脸都不要了。[费解][费解],3.0,14
割孤露泽_,833,啊，这光！啊，这水！咋有点眼熟呢[费解],3.0,20
终极自闭人,1611,米哈游必死[嘻嘻],3.0,9
终极自闭人,1611,看完这pv折寿三年,3.0,9
终极自闭人,1611,...你这话讲的，前后完全没有逻辑关系,3.0,19
终极自闭人,1611,我知道不会少，那和我喷米哈游有什么关系呢？,3.0,21
终极自闭人,1611,可是大家都晓得这是抄的，人又不跟法律一样非黑即白,3.0,24
非洲煤球部落酋长叁,193,口区，你这游戏，只要不是傻子都知道抄的啥游戏，能要点脸？,3.0,28
相卜命厨,2367,彳亍，我知道这游戏为什么不上ns了,3.0,17
_Fus_s,1987,  干活了[摊手],3.0,9
_Fus_s,1987,脸皮真的厚嗷[摊手],3.0,10
我的每个飞机都是为你而打,593,你们工作室全体员工亲妈必死[委屈],3.0,17
智慧弟弟,62,有些过分了,3.0,5
禁闭可莉爱炸鱼,1260,我好了，求求你辣。,3.0,9
打工鸡仔,382,东拼西凑加点私货？,3.0,9
_远策,819,安卓手机不配拥有姓名吗[跪了],3.0,15
雫泉,1216,真有你的啊，米哈游[嘻嘻],3.0,13
大家的Kawa,942,我不明白为什么国内总是爱干这种丢人的事，能不能尊重一下自己的作品？,3.0,33
星丸kira,1126,脸呢？,3.0,3
固液Solidus,1768,任地狱有法务部的。,3.0,9
BambiiQ,2103,药店碧莲[太开心],3.0,9
文旦_Zabon,1119,呕[吐],3.0,4
四方的日常,2408,我们国产抄一抄怎么啦[嘻嘻][嘻嘻][嘻嘻],3.0,22
雾凇12345,1641,海拉尔,3.0,3
空喵蕉太郎,1636,[费解][费解][费解][费解][费解],3.0,20
魔法少女露米娅,649,  ,3.0,2
魔法少女露米娅,649,如果我中奖了我就可以在ps4里炸鱼逛gai偷箱子了,3.0,25
悉默夫,1067,真当玩手游的人均白痴？,3.0,11
夜客游天,1025,为了陈老师[doge],3.0,11
或许是土豆泥,1687,……不愧是米哈游，能抄就抄，从不犹豫,3.0,18
久伴不离_cc,1555,安心玩崩坏三吧,3.0,7
只是link,1280,希望能做的好一点，至少游戏体验不要在像崩坏三那种更新完一大堆bug[并不简单]还有复刻旷野之息的pv，可真让我感动,3.0,57
只是link,1280,  一款即视感满满的游戏，希望只是pv神似，游戏好点[doge],3.0,32
只是link,1280,碧蓝就先别凑上来了，记得之前还有人说碧蓝幻想像旷野之息[并不简单]，不过这次这原神真心神似旷野之息，各种即视感，。,3.0,57
UwithLay,1348,讲道理，你崩坏三借鉴鬼泣魔女也就算了，我也照玩，可这个抄塞尔达有点过了吧，国内玩家都是见识短浅的小屁孩儿？不知道你抄塞尔达？有点恶心，你们公司好自为之，老任律师函在路上。,3.0,85
Col_AMK,1096,真就脸都不要了呗,3.0,8
FD_ZJ,31,塞尔达么？,3.0,5
勇敢的丁达尔,784,我是蹦着一等奖去的,3.0,9
誊朔980,754, ,3.0,1
某某某某某不知名艺术家,2616,不要一点b脸了吗[疑问][疑问],3.0,16
人間惡戲,1747,不出现素材挪用和涉及玩法专利的情况下米哈游这游戏确实也不违法，游戏制作的自我尊严和这群人毫无关系，反正就算再像也会有一群“他抄不抄袭和我玩没关系”的人去玩，so，米哈游稍微要点脸吧。,3.0,91
ar峯,136,好棒！好想玩！！,3.0,8
风都侦探菲利普,203,脸皮也是厚,3.0,5
罗伯特特特特忒,1246,希望能抽到内测,3.0,7
仰望星空109867,1681,很好,3.0,2
请叫我蔬菜精灵,1822,山寨盗版司马噢,3.0,7
Methanol-Diesel,1199,哦还有，音乐风格也像是吧[嘻嘻]宁就是标榜比肩塞尔达的作品？,3.0,30
Methanol-Diesel,1199,真是不想当任豚警察，但是你这个样子我很难不出警啊[嘻嘻],3.0,28
Methanol-Diesel,1199,敌人人均会射激光是吧[嘻嘻]你们也是古代科技？草着火上升气流怎么这么明显啊，怎么连草烧焦的样子都这么像啊，好奇怪啊好巧啊[嘻嘻],3.0,64
Methanol-Diesel,1199,开放世界就得会滑翔是吧[嘻嘻]左向横着走路拉弓和塞尔达pv3一分五十六秒有区别吗？,3.0,41
Methanol-Diesel,1199,开放世界教科书是吧？开头还是唤醒加俯视地图，画风色调一样只能说有既视感，但是那个上爬跳动和横爬怎么也这么像啊？游泳的波纹也是一样的是吧[嘻嘻],3.0,71
Methanol-Diesel,1199,1:08和塞尔达pv3的1:56[嘻嘻],3.0,20
_staple,1123,任地狱学着点啊，把人设做成这样多好看啊[doge],3.0,25
Jshiro,164,塞尔达。。。,3.0,6
咯噔胖次,1387,  米哈游抽奖了,3.0,8
老林今天不想加班,912,  我的了,3.0,5
老林今天不想加班,912,我的了,3.0,3
一鸣嘿,773,抄的很棒，加油国产[太开心],3.0,14
一鸣嘿,773,[思考],3.0,4
人生真是寂寞如雪啊x,370,有点。。。。过于像了,3.0,10
多辣不要醋吃不了,927,来了,3.0,2
Philipp_,357,直接抄就没意思了,3.0,8
吾一2015,1125,国产游戏活该被喷到死,3.0,10
鮣鱼大佬,2644,不知道为什么，超级期待,3.0,11
Space_0dyessy,2152,我佛了，我link今天就要清理门户[怒][怒] 米哈游能不能早点整活啊[哼][哼]早点出来也省的我买ns[哼][哼],3.0,58
Saint343,473,别问，问就是玩法不受保护呗[吃瓜],3.0,17
空城君嘘,1631,手游开放世界？！,3.0,8
ZoumaWss,1397,安卓没测试啊，那就先不转发了[允悲],3.0,18
桀无音,1652,我想到原神看看，可我还放不下我手下的那些女武神[泪][泪][泪],3.0,32
狄多推克xy,1097,旷野之息？？？,3.0,7
半吊子风都侦探,962,真当国内没人有ns呗[太开心],3.0,15
塞拉门尼斯儿,881,  来看塞尔达,3.0,7
塞拉门尼斯儿,881,dnmd真就塞尔达呗,3.0,10
长夜将明,1647,我就问下能捏脸吗,3.0,8
JackalCO,1830,求一个内测资格[跪了],3.0,11
法老只因_,264,这就是崩坏4吗[震惊],3.0,11
逍遥鸟酱,891,好！,3.0,2
书一点禾,2781,前面的评论跟现在完全不一样，全都打脸场面,3.0,20
杀疯的兔子,1929,原来这个时候就有神里绫华了[泪],3.0,16
奢求_82084,1491,诶 你们嘴里的抄袭游戏 国内到现在还没做得出来 也不知道是忙于换皮 还是什么 从小玩腾讯 偷菜火 抄 三国杀火 抄 泡泡堂火 抄 例子太多 抄成了现在的国内巨头 当时骂腾讯的也不少 现在就你们这点人 太少 米哈游死不了 原神也死不了,3.0,116
奢求_82084,1491,我也笑死了  同一时间 有一个同样模仿 同样抄袭的游戏 怎么就可着这个来  怎么地 看人小厂好欺负呗？,3.0,51
星海化鱼OvO,1820,祝愿贵公司越做越烂早日倒闭，如果能被人团灭就更好了,3.0,25
星海化鱼OvO,1820,孝子找不同开始了？,3.0,9
星海化鱼OvO,1820,现在是孝子找不同时间,3.0,10
红空岛寺,476,终于知道为什么米卫兵认为还原神作没有抄袭了，因为他们压根没玩过什么游戏嗷,3.0,36
陈元早,2554,塞尔达传说：还原神作，简称原神，没错啊，没抄袭啊,3.0,24
原味砂糖小狗,825,原神制作组和全体米卫兵，你们亲爸今晚必在庭中种枇杷树,3.0,26
我才不是我才不是无机酸,2746,塞尔达出新作了吗？,3.0,9
柳柳的小呆迪,1201,这他妈不是抄袭么？,3.0,9
suuji,174,抄场景就算了，连特效都抄，你们是不是人啊,3.0,20
带路走去云端,548,我以为麻花腾是最无耻的，想不到贵公司刷新了我的世界观！真的不要脸,3.0,32
Tw_Himm,304,"抄袭可耻,米哈游道歉!",3.0,11
海馬懶人_,1959,抄袭了塞尔达是**，但是，我怎么觉得，音乐还行额[二哈],3.0,28
小羊戈登,2285,真的恶心啊 我每天都要来骂一句 本来崩坏三确实还行吧 算是国产游戏不错的 当然我也不知道崩坏三有没有借鉴了哈 但是你碰瓷抄袭塞尔达 让你的粉丝说出那种话 我真的觉得你很恶心 希望你知道羞耻怎么写吧,3.0,98
小小傲娇兽,1133,说抄 请律师函警告，没本事请勿喷，不做游戏的人 没资本说抄袭 那么多相似的打斗 特效 玩法 游戏界都默认了,3.0,53
奶盖奶糕向前冲,983,建议喷盗版的先去买个塞尔达支持一下正版呗[嘻嘻]云支持可没意思。我买了塞尔达也支持原神嗷[嘻嘻]寻思着比你们那些云支持正版的可要强嗷,3.0,66
奶盖奶糕向前冲,983,有啊，买了门票的随便喷。没买游戏的没资格嗷[偷笑],3.0,25
奶盖奶糕向前冲,983,骂呗。买了游戏的人想怎么骂怎么骂。寻思着云玩家哪来的资格喊支持正版[哈哈],3.0,37
奶盖奶糕向前冲,983,但是199只持续了一会，没赶上，然后直接跳到412，也算是首发吧。,3.0,33
奶盖奶糕向前冲,983,尼尔我也买了谢谢[嘻嘻]刚出时412买的[嘻嘻],3.0,24
奶盖奶糕向前冲,983,随便喷[doge]只要不是云玩家，有什么意见都是正常的[doge],3.0,33
奶盖奶糕向前冲,983,买了游戏的人随便喷[doge]最烦的就是那些喊着支持正版自己还不去买的云玩家。,3.0,39
奶盖奶糕向前冲,983,？建议你读读小学语文再来理解我说的话是什么意思嗷,3.0,24
佐尼斯_布莱克,623,你咋不抽奖ns并且送附带dlc的塞尔达传说：旷野之息呢？[嘻嘻],3.0,32
摸鱼队长Arno11,1518,在？讲讲什么叫热情？,3.0,10
